ID,Pred
2026_1180_1376,0.5
2026_1180_1377,0.5
2026_1180_1378,0.5
2026_1180_1379,0.5
2026_1180_1380,0.5
2026_1180_1381,0.5
2026_1180_1382,0.5
2026_1180_1384,0.5
2026_1180_1385,0.5
2026_1180_1386,0.5
2026_1180_1387,0.5
2026_1180_1388,0.5
2026_1180_1389,0.5
2026_1180_1390,0.5
2026_1180_1391,0.5
2026_1180_1392,0.5
2026_1180_1393,0.5
2026_1180_1394,0.5
2026_1180_1395,0.5
2026_1180_1396,0.5
2026_1180_1397,0.5
2026_1180_1398,0.5
2026_1180_1399,0.5
2026_1180_1400,0.5
2026_1180_1401,0.5
2026_1180_1402,0.5
2026_1180_1403,0.5
2026_1180_1404,0.5
2026_1180_1405,0.5
2026_1180_1406,0.5
2026_1180_1407,0.5
2026_1180_1408,0.5
2026_1180_1409,0.5
2026_1180_1410,0.5
2026_1180_1411,0.5
2026_1180_1412,0.5
2026_1180_1413,0.5
2026_1180_1414,0.5
2026_1180_1415,0.5
2026_1180_1416,0.5
2026_1180_1417,0.5
2026_1180_1418,0.5
2026_1180_1419,0.5
2026_1180_1420,0.5
2026_1180_1421,0.5
2026_1180_1422,0.5
2026_1180_1423,0.5
2026_1180_1424,0.5
2026_1180_1425,0.5
2026_1180_1426,0.5
2026_1180_1427,0.5
2026_1180_1428,0.5
2026_1180_1429,0.5
2026_1180_1430,0.5
2026_1180_1431,0.5
2026_1180_1433,0.5
2026_1180_1434,0.5
2026_1180_1435,0.5
2026_1180_1436,0.5
2026_1180_1437,0.5
2026_1180_1438,0.5
2026_1180_1439,0.5
2026_1180_1440,0.5
2026_1180_1441,0.5
2026_1180_1442,0.5
2026_1180_1443,0.5
2026_1180_1444,0.5
2026_1180_1447,0.5
2026_1180_1448,0.5
2026_1180_1449,0.5
2026_1180_1450,0.5
2026_1180_1451,0.5
2026_1180_1452,0.5
2026_1180_1453,0.5
2026_1180_1454,0.5
2026_1180_1455,0.5
2026_1180_1456,0.5
2026_1180_1457,0.5
2026_1180_1458,0.5
2026_1180_1459,0.5
2026_1180_1460,0.5
2026_1180_1461,0.5
2026_1180_1462,0.5
2026_1180_1463,0.5
2026_1180_1464,0.5
2026_1180_1465,0.5
2026_1180_1466,0.5
2026_1180_1467,0.5
2026_1180_1468,0.5
2026_1180_1469,0.5
2026_1180_1470,0.5
2026_1180_1471,0.5
2026_1180_1472,0.5
2026_1180_1473,0.5
2026_1180_1474,0.5
2026_1180_1475,0.5
2026_1180_1476,0.5
2026_1180_1477,0.5
2026_1180_1478,0.5
2026_1180_1479,0.5
2026_1180_1480,0.5
2026_1180_1481,0.5
2026_1181_1182,0.5
2026_1181_1183,0.5
2026_1181_1184,0.5
2026_1181_1185,0.5
2026_1181_1186,0.5
2026_1181_1187,0.5
2026_1181_1188,0.5
2026_1181_1189,0.5
2026_1181_1190,0.5
2026_1181_1191,0.5
2026_1181_1192,0.5
2026_1181_1193,0.5
2026_1181_1194,0.5
2026_1181_1195,0.5
2026_1181_1196,0.5
2026_1181_1197,0.5
2026_1181_1198,0.5
2026_1181_1199,0.5
2026_1181_1200,0.5
2026_1181_1201,0.5
2026_1181_1202,0.5
2026_1181_1203,0.5
2026_1181_1204,0.5
2026_1181_1205,0.5
2026_1181_1206,0.5
2026_1181_1207,0.5
2026_1181_1208,0.5
2026_1181_1209,0.5
2026_1181_1210,0.5
2026_1181_1211,0.5
2026_1181_1212,0.5
2026_1181_1213,0.5
2026_1181_1214,0.5
2026_1181_1217,0.5
2026_1181_1218,0.5
2026_1181_1219,0.5
2026_1181_1220,0.5
2026_1181_1221,0.5
2026_1181_1222,0.5
2026_1181_1223,0.5
2026_1181_1224,0.5
2026_1181_1225,0.5
2026_1181_1226,0.5
2026_1181_1227,0.5
2026_1181_1228,0.5
2026_1181_1229,0.5
2026_1181_1230,0.5
2026_1181_1231,0.5
2026_1181_1232,0.5
2026_1181_1233,0.5
2026_1181_1234,0.5
2026_1181_1235,0.5
2026_1181_1236,0.5
2026_1181_1237,0.5
2026_1181_1238,0.5
2026_1181_1239,0.5
2026_1181_1240,0.5
2026_1181_1241,0.5
2026_1181_1242,0.5
2026_1181_1243,0.5
2026_1181_1244,0.5
2026_1181_1245,0.5
2026_1181_1246,0.5
2026_1181_1247,0.5
2026_1181_1248,0.5
2026_1181_1249,0.5
2026_1181_1250,0.5
2026_1181_1251,0.5
2026_1181_1252,0.5
2026_1181_1253,0.5
2026_1181_1254,0.5
2026_1181_1255,0.5
2026_1181_1256,0.5
2026_1181_1257,0.5
2026_1181_1258,0.5
2026_1181_1259,0.5
2026_1181_1260,0.5
2026_1181_1261,0.5
2026_1181_1262,0.5
2026_1181_1263,0.5
2026_1181_1264,0.5
2026_1181_1265,0.5
2026_1181_1266,0.5
2026_1181_1267,0.5
2026_1181_1268,0.5
2026_1181_1269,0.5
2026_1181_1270,0.5
2026_1181_1271,0.5
2026_1181_1272,0.5
2026_1181_1273,0.5
2026_1181_1274,0.5
2026_1181_1275,0.5
2026_1181_1276,0.5
2026_1181_1277,0.5
2026_1181_1278,0.5
2026_1181_1279,0.5
2026_1181_1280,0.5
2026_1181_1281,0.5
2026_1181_1282,0.5
2026_1181_1283,0.5
2026_1181_1284,0.5
2026_1181_1285,0.5
2026_1181_1286,0.5
2026_1181_1287,0.5
2026_1181_1288,0.5
2026_1181_1290,0.5
2026_1181_1291,0.5
2026_1181_1292,0.5
2026_1181_1293,0.5
2026_1181_1294,0.5
2026_1181_1295,0.5
2026_1181_1296,0.5
2026_1181_1297,0.5
2026_1181_1298,0.5
2026_1181_1299,0.5
2026_1181_1300,0.5
2026_1181_1301,0.5
2026_1181_1303,0.5
2026_1181_1304,0.5
2026_1181_1305,0.5
2026_1181_1306,0.5
2026_1181_1307,0.5
2026_1181_1308,0.5
2026_1181_1309,0.5
2026_1181_1310,0.5
2026_1181_1311,0.5
2026_1181_1312,0.5
2026_1181_1313,0.5
2026_1181_1314,0.5
2026_1181_1315,0.5
2026_1181_1316,0.5
2026_1181_1317,0.5
2026_1181_1318,0.5
2026_1181_1319,0.5
2026_1181_1320,0.5
2026_1181_1321,0.5
2026_1181_1322,0.5
2026_1181_1323,0.5
2026_1181_1324,0.5
2026_1181_1325,0.5
2026_1181_1326,0.5
2026_1181_1328,0.5
2026_1181_1329,0.5
2026_1181_1330,0.5
2026_1181_1331,0.5
2026_1181_1332,0.5
2026_1181_1333,0.5
2026_1181_1334,0.5
2026_1181_1335,0.5
2026_1181_1336,0.5
2026_1181_1337,0.5
2026_1181_1338,0.5
2026_1181_1339,0.5
2026_1181_1340,0.5
2026_1181_1341,0.5
2026_1181_1342,0.5
2026_1181_1343,0.5
2026_1181_1344,0.5
2026_1181_1345,0.5
2026_1181_1346,0.5
2026_1181_1347,0.5
2026_1181_1348,0.5
2026_1181_1349,0.5
2026_1181_1350,0.5
2026_1181_1351,0.5
2026_1181_1352,0.5
2026_1181_1353,0.5
2026_1181_1354,0.5
2026_1181_1355,0.5
2026_1181_1356,0.5
2026_1181_1357,0.5
2026_1181_1358,0.5
2026_1181_1359,0.5
2026_1181_1360,0.5
2026_1181_1361,0.5
2026_1181_1362,0.5
2026_1181_1363,0.5
2026_1181_1364,0.5
2026_1181_1365,0.5
2026_1181_1367,0.5
2026_1181_1368,0.5
2026_1181_1369,0.5
2026_1181_1370,0.5
2026_1181_1371,0.5
2026_1181_1372,0.5
2026_1181_1373,0.5
2026_1181_1374,0.5
2026_1181_1375,0.5
2026_1181_1376,0.5
2026_1181_1377,0.5
2026_1181_1378,0.5
2026_1181_1379,0.5
2026_1181_1380,0.5
2026_1181_1381,0.5
2026_1181_1382,0.5
2026_1181_1384,0.5
2026_1181_1385,0.5
2026_1181_1386,0.5
2026_1181_1387,0.5
2026_1181_1388,0.5
2026_1181_1389,0.5
2026_1181_1390,0.5
2026_1181_1391,0.5
2026_1181_1392,0.5
2026_1181_1393,0.5
2026_1181_1394,0.5
2026_1181_1395,0.5
2026_1181_1396,0.5
2026_1181_1397,0.5
2026_1181_1398,0.5
2026_1181_1399,0.5
2026_1181_1400,0.5
2026_1181_1401,0.5
2026_1181_1402,0.5
2026_1181_1403,0.5
2026_1181_1404,0.5
2026_1181_1405,0.5
2026_1181_1406,0.5
2026_1181_1407,0.5
2026_1181_1408,0.5
2026_1181_1409,0.5
2026_1181_1410,0.5
2026_1181_1411,0.5
2026_1181_1412,0.5
2026_1181_1413,0.5
2026_1181_1414,0.5
2026_1181_1415,0.5
2026_1181_1416,0.5
2026_1181_1417,0.5
2026_1181_1418,0.5
2026_1181_1419,0.5
2026_1181_1420,0.5
2026_1181_1421,0.5
2026_1181_1422,0.5
2026_1181_1423,0.5
2026_1181_1424,0.5
2026_1181_1425,0.5
2026_1181_1426,0.5
2026_1181_1427,0.5
2026_1181_1428,0.5
2026_1181_1429,0.5
2026_1181_1430,0.5
2026_1181_1431,0.5
2026_1181_1433,0.5
2026_1181_1434,0.5
2026_1181_1435,0.5
2026_1181_1436,0.5
2026_1181_1437,0.5
2026_1181_1438,0.5
2026_1181_1439,0.5
2026_1181_1440,0.5
2026_1181_1441,0.5
2026_1181_1442,0.5
2026_1181_1443,0.5
2026_1181_1444,0.5
2026_1181_1447,0.5
2026_1181_1448,0.5
2026_1181_1449,0.5
2026_1181_1450,0.5
2026_1181_1451,0.5
2026_1181_1452,0.5
2026_1181_1453,0.5
2026_1181_1454,0.5
2026_1181_1455,0.5
2026_1181_1456,0.5
2026_1181_1457,0.5
2026_1181_1458,0.5
2026_1181_1459,0.5
2026_1181_1460,0.5
2026_1181_1461,0.5
2026_1181_1462,0.5
2026_1181_1463,0.5
2026_1181_1464,0.5
2026_1181_1465,0.5
2026_1181_1466,0.5
2026_1181_1467,0.5
2026_1181_1468,0.5
2026_1181_1469,0.5
2026_1181_1470,0.5
2026_1181_1471,0.5
2026_1181_1472,0.5
2026_1181_1473,0.5
2026_1181_1474,0.5
2026_1181_1475,0.5
2026_1181_1476,0.5
2026_1181_1477,0.5
2026_1181_1478,0.5
2026_1181_1479,0.5
2026_1181_1480,0.5
2026_1181_1481,0.5
2026_1182_1183,0.5
2026_1182_1184,0.5
2026_1182_1185,0.5
2026_1182_1186,0.5
2026_1182_1187,0.5
2026_1182_1188,0.5
2026_1182_1189,0.5
2026_1182_1190,0.5
2026_1182_1191,0.5
2026_1182_1192,0.5
2026_1182_1193,0.5
2026_1182_1194,0.5
2026_1182_1195,0.5
2026_1182_1196,0.5
2026_1182_1197,0.5
2026_1182_1198,0.5
2026_1182_1199,0.5
2026_1182_1200,0.5
2026_1182_1201,0.5
2026_1182_1202,0.5
2026_1182_1203,0.5
2026_1182_1204,0.5
2026_1182_1205,0.5
2026_1182_1206,0.5
2026_1182_1207,0.5
2026_1182_1208,0.5
2026_1182_1209,0.5
2026_1182_1210,0.5
2026_1182_1211,0.5
2026_1182_1212,0.5
2026_1182_1213,0.5
2026_1182_1214,0.5
2026_1182_1217,0.5
2026_1182_1218,0.5
2026_1182_1219,0.5
2026_1182_1220,0.5
2026_1182_1221,0.5
2026_1182_1222,0.5
2026_1182_1223,0.5
2026_1182_1224,0.5
2026_1182_1225,0.5
2026_1182_1226,0.5
2026_1182_1227,0.5
2026_1182_1228,0.5
2026_1182_1229,0.5
2026_1182_1230,0.5
2026_1182_1231,0.5
2026_1182_1232,0.5
2026_1182_1233,0.5
2026_1182_1234,0.5
2026_1182_1235,0.5
2026_1182_1236,0.5
2026_1182_1237,0.5
2026_1182_1238,0.5
2026_1182_1239,0.5
2026_1182_1240,0.5
2026_1182_1241,0.5
2026_1182_1242,0.5
2026_1182_1243,0.5
2026_1182_1244,0.5
2026_1182_1245,0.5
2026_1182_1246,0.5
2026_1182_1247,0.5
2026_1182_1248,0.5
2026_1182_1249,0.5
2026_1182_1250,0.5
2026_1182_1251,0.5
2026_1182_1252,0.5
2026_1182_1253,0.5
2026_1182_1254,0.5
2026_1182_1255,0.5
2026_1182_1256,0.5
2026_1182_1257,0.5
2026_1182_1258,0.5
2026_1182_1259,0.5
2026_1182_1260,0.5
2026_1182_1261,0.5
2026_1182_1262,0.5
2026_1182_1263,0.5
2026_1182_1264,0.5
2026_1182_1265,0.5
2026_1182_1266,0.5
2026_1182_1267,0.5
2026_1182_1268,0.5
2026_1182_1269,0.5
2026_1182_1270,0.5
2026_1182_1271,0.5
2026_1182_1272,0.5
2026_1182_1273,0.5
2026_1182_1274,0.5
2026_1182_1275,0.5
2026_1182_1276,0.5
2026_1182_1277,0.5
2026_1182_1278,0.5
2026_1182_1279,0.5
2026_1182_1280,0.5
2026_1182_1281,0.5
2026_1182_1282,0.5
2026_1182_1283,0.5
2026_1182_1284,0.5
2026_1182_1285,0.5
2026_1182_1286,0.5
2026_1182_1287,0.5
2026_1182_1288,0.5
2026_1182_1290,0.5
2026_1182_1291,0.5
2026_1182_1292,0.5
2026_1182_1293,0.5
2026_1182_1294,0.5
2026_1182_1295,0.5
2026_1182_1296,0.5
2026_1182_1297,0.5
2026_1182_1298,0.5
2026_1182_1299,0.5
2026_1182_1300,0.5
2026_1182_1301,0.5
2026_1182_1303,0.5
2026_1182_1304,0.5
2026_1182_1305,0.5
2026_1182_1306,0.5
2026_1182_1307,0.5
2026_1182_1308,0.5
2026_1182_1309,0.5
2026_1182_1310,0.5
2026_1182_1311,0.5
2026_1182_1312,0.5
2026_1182_1313,0.5
2026_1182_1314,0.5
2026_1182_1315,0.5
2026_1182_1316,0.5
2026_1182_1317,0.5
2026_1182_1318,0.5
2026_1182_1319,0.5
2026_1182_1320,0.5
2026_1182_1321,0.5
2026_1182_1322,0.5
2026_1182_1323,0.5
2026_1182_1324,0.5
2026_1182_1325,0.5
2026_1182_1326,0.5
2026_1182_1328,0.5
2026_1182_1329,0.5
2026_1182_1330,0.5
2026_1182_1331,0.5
2026_1182_1332,0.5
2026_1182_1333,0.5
2026_1182_1334,0.5
2026_1182_1335,0.5
2026_1182_1336,0.5
2026_1182_1337,0.5
2026_1182_1338,0.5
2026_1182_1339,0.5
2026_1182_1340,0.5
2026_1182_1341,0.5
2026_1182_1342,0.5
2026_1182_1343,0.5
2026_1182_1344,0.5
2026_1182_1345,0.5
2026_1182_1346,0.5
2026_1182_1347,0.5
2026_1182_1348,0.5
2026_1182_1349,0.5
2026_1182_1350,0.5
2026_1182_1351,0.5
2026_1182_1352,0.5
2026_1182_1353,0.5
2026_1182_1354,0.5
2026_1182_1355,0.5
2026_1182_1356,0.5
2026_1182_1357,0.5
2026_1182_1358,0.5
2026_1182_1359,0.5
2026_1182_1360,0.5
2026_1182_1361,0.5
2026_1182_1362,0.5
2026_1182_1363,0.5
2026_1182_1364,0.5
2026_1182_1365,0.5
2026_1182_1367,0.5
2026_1182_1368,0.5
2026_1182_1369,0.5
2026_1182_1370,0.5
2026_1182_1371,0.5
2026_1182_1372,0.5
2026_1182_1373,0.5
2026_1182_1374,0.5
2026_1182_1375,0.5
2026_1182_1376,0.5
2026_1182_1377,0.5
2026_1182_1378,0.5
2026_1182_1379,0.5
2026_1182_1380,0.5
2026_1182_1381,0.5
2026_1182_1382,0.5
2026_1182_1384,0.5
2026_1182_1385,0.5
2026_1182_1386,0.5
2026_1182_1387,0.5
2026_1182_1388,0.5
2026_1182_1389,0.5
2026_1182_1390,0.5
2026_1182_1391,0.5
2026_1182_1392,0.5
2026_1182_1393,0.5
2026_1182_1394,0.5
2026_1182_1395,0.5
2026_1182_1396,0.5
2026_1182_1397,0.5
2026_1182_1398,0.5
2026_1182_1399,0.5
2026_1182_1400,0.5
2026_1182_1401,0.5
2026_1182_1402,0.5
2026_1182_1403,0.5
2026_1182_1404,0.5
2026_1182_1405,0.5
2026_1182_1406,0.5
2026_1182_1407,0.5
2026_1182_1408,0.5
2026_1182_1409,0.5
2026_1182_1410,0.5
2026_1182_1411,0.5
2026_1182_1412,0.5
2026_1182_1413,0.5
2026_1182_1414,0.5
2026_1182_1415,0.5
2026_1182_1416,0.5
2026_1182_1417,0.5
2026_1182_1418,0.5
2026_1182_1419,0.5
2026_1182_1420,0.5
2026_1182_1421,0.5
2026_1182_1422,0.5
2026_1182_1423,0.5
2026_1182_1424,0.5
2026_1182_1425,0.5
2026_1182_1426,0.5
2026_1182_1427,0.5
2026_1182_1428,0.5
2026_1182_1429,0.5
2026_1182_1430,0.5
2026_1182_1431,0.5
2026_1182_1433,0.5
2026_1182_1434,0.5
2026_1182_1435,0.5
2026_1182_1436,0.5
2026_1182_1437,0.5
2026_1182_1438,0.5
2026_1182_1439,0.5
2026_1182_1440,0.5
2026_1182_1441,0.5
2026_1182_1442,0.5
2026_1182_1443,0.5
2026_1182_1444,0.5
2026_1182_1447,0.5
2026_1182_1448,0.5
2026_1182_1449,0.5
2026_1182_1450,0.5
2026_1182_1451,0.5
2026_1182_1452,0.5
2026_1182_1453,0.5
2026_1182_1454,0.5
2026_1182_1455,0.5
2026_1182_1456,0.5
2026_1182_1457,0.5
2026_1182_1458,0.5
2026_1182_1459,0.5
2026_1182_1460,0.5
2026_1182_1461,0.5
2026_1182_1462,0.5
2026_1182_1463,0.5
2026_1182_1464,0.5
2026_1182_1465,0.5
2026_1182_1466,0.5
2026_1182_1467,0.5
2026_1182_1468,0.5
2026_1182_1469,0.5
2026_1182_1470,0.5
2026_1182_1471,0.5
2026_1182_1472,0.5
2026_1182_1473,0.5
2026_1182_1474,0.5
2026_1182_1475,0.5
2026_1182_1476,0.5
2026_1182_1477,0.5
2026_1182_1478,0.5
2026_1182_1479,0.5
2026_1182_1480,0.5
2026_1182_1481,0.5
2026_1183_1184,0.5
2026_1183_1185,0.5
2026_1183_1186,0.5
2026_1183_1187,0.5
2026_1183_1188,0.5
2026_1183_1189,0.5
2026_1183_1190,0.5
2026_1183_1191,0.5
2026_1183_1192,0.5
2026_1183_1193,0.5
2026_1183_1194,0.5
2026_1183_1195,0.5
2026_1183_1196,0.5
2026_1183_1197,0.5
2026_1183_1198,0.5
2026_1183_1199,0.5
2026_1183_1200,0.5
2026_1183_1201,0.5
2026_1183_1202,0.5
2026_1183_1203,0.5
2026_1183_1204,0.5
2026_1183_1205,0.5
2026_1183_1206,0.5
2026_1183_1207,0.5
2026_1183_1208,0.5
2026_1183_1209,0.5
2026_1183_1210,0.5
2026_1183_1211,0.5
2026_1183_1212,0.5
2026_1183_1213,0.5
2026_1183_1214,0.5
2026_1183_1217,0.5
2026_1183_1218,0.5
2026_1183_1219,0.5
2026_1183_1220,0.5
2026_1183_1221,0.5
2026_1183_1222,0.5
2026_1183_1223,0.5
2026_1183_1224,0.5
2026_1183_1225,0.5
2026_1183_1226,0.5
2026_1183_1227,0.5
2026_1183_1228,0.5
2026_1183_1229,0.5
2026_1183_1230,0.5
2026_1183_1231,0.5
2026_1183_1232,0.5
2026_1183_1233,0.5
2026_1183_1234,0.5
2026_1183_1235,0.5
2026_1183_1236,0.5
2026_1183_1237,0.5
2026_1183_1238,0.5
2026_1183_1239,0.5
2026_1183_1240,0.5
2026_1183_1241,0.5
2026_1183_1242,0.5
2026_1183_1243,0.5
2026_1183_1244,0.5
2026_1183_1245,0.5
2026_1183_1246,0.5
2026_1183_1247,0.5
2026_1183_1248,0.5
2026_1183_1249,0.5
2026_1183_1250,0.5
2026_1183_1251,0.5
2026_1183_1252,0.5
2026_1183_1253,0.5
2026_1183_1254,0.5
2026_1183_1255,0.5
2026_1183_1256,0.5
2026_1183_1257,0.5
2026_1183_1258,0.5
2026_1183_1259,0.5
2026_1183_1260,0.5
2026_1183_1261,0.5
2026_1183_1262,0.5
2026_1183_1263,0.5
2026_1183_1264,0.5
2026_1183_1265,0.5
2026_1183_1266,0.5
2026_1183_1267,0.5
2026_1183_1268,0.5
2026_1183_1269,0.5
2026_1183_1270,0.5
2026_1183_1271,0.5
2026_1183_1272,0.5
2026_1183_1273,0.5
2026_1183_1274,0.5
2026_1183_1275,0.5
2026_1183_1276,0.5
2026_1183_1277,0.5
2026_1183_1278,0.5
2026_1183_1279,0.5
2026_1183_1280,0.5
2026_1183_1281,0.5
2026_1183_1282,0.5
2026_1183_1283,0.5
2026_1183_1284,0.5
2026_1183_1285,0.5
2026_1183_1286,0.5
2026_1183_1287,0.5
2026_1183_1288,0.5
2026_1183_1290,0.5
2026_1183_1291,0.5
2026_1183_1292,0.5
2026_1183_1293,0.5
2026_1183_1294,0.5
2026_1183_1295,0.5
2026_1183_1296,0.5
2026_1183_1297,0.5
2026_1183_1298,0.5
2026_1183_1299,0.5
2026_1183_1300,0.5
2026_1183_1301,0.5
2026_1183_1303,0.5
2026_1183_1304,0.5
2026_1183_1305,0.5
2026_1183_1306,0.5
2026_1183_1307,0.5
2026_1183_1308,0.5
2026_1183_1309,0.5
2026_1183_1310,0.5
2026_1183_1311,0.5
2026_1183_1312,0.5
2026_1183_1313,0.5
2026_1183_1314,0.5
2026_1183_1315,0.5
2026_1183_1316,0.5
2026_1183_1317,0.5
2026_1183_1318,0.5
2026_1183_1319,0.5
2026_1183_1320,0.5
2026_1183_1321,0.5
2026_1183_1322,0.5
2026_1183_1323,0.5
2026_1183_1324,0.5
2026_1183_1325,0.5
2026_1183_1326,0.5
2026_1183_1328,0.5
2026_1183_1329,0.5
2026_1183_1330,0.5
2026_1183_1331,0.5
2026_1183_1332,0.5
2026_1183_1333,0.5
2026_1183_1334,0.5
2026_1183_1335,0.5
2026_1183_1336,0.5
2026_1183_1337,0.5
2026_1183_1338,0.5
2026_1183_1339,0.5
2026_1183_1340,0.5
2026_1183_1341,0.5
2026_1183_1342,0.5
2026_1183_1343,0.5
2026_1183_1344,0.5
2026_1183_1345,0.5
2026_1183_1346,0.5
2026_1183_1347,0.5
2026_1183_1348,0.5
2026_1183_1349,0.5
2026_1183_1350,0.5
2026_1183_1351,0.5
2026_1183_1352,0.5
2026_1183_1353,0.5
2026_1183_1354,0.5
2026_1183_1355,0.5
2026_1183_1356,0.5
2026_1183_1357,0.5
2026_1183_1358,0.5
2026_1183_1359,0.5
2026_1183_1360,0.5
2026_1183_1361,0.5
2026_1183_1362,0.5
2026_1183_1363,0.5
2026_1183_1364,0.5
2026_1183_1365,0.5
2026_1183_1367,0.5
2026_1183_1368,0.5
2026_1183_1369,0.5
2026_1183_1370,0.5
2026_1183_1371,0.5
2026_1183_1372,0.5
2026_1183_1373,0.5
2026_1183_1374,0.5
2026_1183_1375,0.5
2026_1183_1376,0.5
2026_1183_1377,0.5
2026_1183_1378,0.5
2026_1183_1379,0.5
2026_1183_1380,0.5
2026_1183_1381,0.5
2026_1183_1382,0.5
2026_1183_1384,0.5
2026_1183_1385,0.5
2026_1183_1386,0.5
2026_1183_1387,0.5
2026_1183_1388,0.5
2026_1183_1389,0.5
2026_1183_1390,0.5
2026_1183_1391,0.5
2026_1183_1392,0.5
2026_1183_1393,0.5
2026_1183_1394,0.5
2026_1183_1395,0.5
2026_1183_1396,0.5
2026_1183_1397,0.5
2026_1183_1398,0.5
2026_1183_1399,0.5
2026_1183_1400,0.5
2026_1183_1401,0.5
2026_1183_1402,0.5
2026_1183_1403,0.5
2026_1183_1404,0.5
2026_1183_1405,0.5
2026_1183_1406,0.5
2026_1183_1407,0.5
2026_1183_1408,0.5
2026_1183_1409,0.5
2026_1183_1410,0.5
2026_1183_1411,0.5
2026_1183_1412,0.5
2026_1183_1413,0.5
2026_1183_1414,0.5
2026_1183_1415,0.5
2026_1183_1416,0.5
2026_1183_1417,0.5
2026_1183_1418,0.5
2026_1183_1419,0.5
2026_1183_1420,0.5
2026_1183_1421,0.5
2026_1183_1422,0.5
2026_1183_1423,0.5
2026_1183_1424,0.5
2026_1183_1425,0.5
2026_1183_1426,0.5
2026_1183_1427,0.5
2026_1183_1428,0.5
2026_1183_1429,0.5
2026_1183_1430,0.5
2026_1183_1431,0.5
2026_1183_1433,0.5
2026_1183_1434,0.5
2026_1183_1435,0.5
2026_1183_1436,0.5
2026_1183_1437,0.5
2026_1183_1438,0.5
2026_1183_1439,0.5
2026_1183_1440,0.5
2026_1183_1441,0.5
2026_1183_1442,0.5
2026_1183_1443,0.5
2026_1183_1444,0.5
2026_1183_1447,0.5
2026_1183_1448,0.5
2026_1183_1449,0.5
2026_1183_1450,0.5
2026_1183_1451,0.5
2026_1183_1452,0.5
2026_1183_1453,0.5
2026_1183_1454,0.5
2026_1183_1455,0.5
2026_1183_1456,0.5
2026_1183_1457,0.5
2026_1183_1458,0.5
2026_1183_1459,0.5
2026_1183_1460,0.5
2026_1183_1461,0.5
2026_1183_1462,0.5
2026_1183_1463,0.5
2026_1183_1464,0.5
2026_1183_1465,0.5
2026_1183_1466,0.5
2026_1183_1467,0.5
2026_1183_1468,0.5
2026_1183_1469,0.5
2026_1183_1470,0.5
2026_1183_1471,0.5
2026_1183_1472,0.5
2026_1183_1473,0.5
2026_1183_1474,0.5
2026_1183_1475,0.5
2026_1183_1476,0.5
2026_1183_1477,0.5
2026_1183_1478,0.5
2026_1183_1479,0.5
2026_1183_1480,0.5
2026_1183_1481,0.5
2026_1184_1185,0.5
2026_1184_1186,0.5
2026_1184_1187,0.5
2026_1184_1188,0.5
2026_1184_1189,0.5
2026_1184_1190,0.5
2026_1184_1191,0.5
2026_1184_1192,0.5
2026_1184_1193,0.5
2026_1184_1194,0.5
2026_1184_1195,0.5
2026_1184_1196,0.5
2026_1184_1197,0.5
2026_1184_1198,0.5
2026_1184_1199,0.5
2026_1184_1200,0.5
2026_1184_1201,0.5
2026_1184_1202,0.5
2026_1184_1203,0.5
2026_1184_1204,0.5
2026_1184_1205,0.5
2026_1184_1206,0.5
2026_1184_1207,0.5
2026_1184_1208,0.5
2026_1184_1209,0.5
2026_1184_1210,0.5
2026_1184_1211,0.5
2026_1184_1212,0.5
2026_1184_1213,0.5
2026_1184_1214,0.5
2026_1184_1217,0.5
2026_1184_1218,0.5
2026_1184_1219,0.5
2026_1184_1220,0.5
2026_1184_1221,0.5
2026_1184_1222,0.5
2026_1184_1223,0.5
2026_1184_1224,0.5
2026_1184_1225,0.5
2026_1184_1226,0.5
2026_1184_1227,0.5
2026_1184_1228,0.5
2026_1184_1229,0.5
2026_1184_1230,0.5
2026_1184_1231,0.5
2026_1184_1232,0.5
2026_1184_1233,0.5
2026_1184_1234,0.5
2026_1184_1235,0.5
2026_1184_1236,0.5
2026_1184_1237,0.5
2026_1184_1238,0.5
2026_1184_1239,0.5
2026_1184_1240,0.5
2026_1184_1241,0.5
2026_1184_1242,0.5
2026_1184_1243,0.5
2026_1184_1244,0.5
2026_1184_1245,0.5
2026_1184_1246,0.5
2026_1184_1247,0.5
2026_1184_1248,0.5
2026_1184_1249,0.5
2026_1184_1250,0.5
2026_1184_1251,0.5
2026_1184_1252,0.5
2026_1184_1253,0.5
2026_1184_1254,0.5
2026_1184_1255,0.5
2026_1184_1256,0.5
2026_1184_1257,0.5
2026_1184_1258,0.5
2026_1184_1259,0.5
2026_1184_1260,0.5
2026_1184_1261,0.5
2026_1184_1262,0.5
2026_1184_1263,0.5
2026_1184_1264,0.5
2026_1184_1265,0.5
2026_1184_1266,0.5
2026_1184_1267,0.5
2026_1184_1268,0.5
2026_1184_1269,0.5
2026_1184_1270,0.5
2026_1184_1271,0.5
2026_1184_1272,0.5
2026_1184_1273,0.5
2026_1184_1274,0.5
2026_1184_1275,0.5
2026_1184_1276,0.5
2026_1184_1277,0.5
2026_1184_1278,0.5
2026_1184_1279,0.5
2026_1184_1280,0.5
2026_1184_1281,0.5
2026_1184_1282,0.5
2026_1184_1283,0.5
2026_1184_1284,0.5
2026_1184_1285,0.5
2026_1184_1286,0.5
2026_1184_1287,0.5
2026_1184_1288,0.5
2026_1184_1290,0.5
2026_1184_1291,0.5
2026_1184_1292,0.5
2026_1184_1293,0.5
2026_1184_1294,0.5
